query_path,nearest_ref_path,nn_lpips
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073_aug2.jpg,0.030301
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073.jpg,0.052853
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073.jpg,0.030301
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y146_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y073_aug1.jpg,0.057351
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y219_aug1.jpg,0.050401
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y146_aug2.jpg,0.050401
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y219_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y219_aug1.jpg,0.059709
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y292_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y294.jpg,0.014775
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y294.jpg,0.010038
dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y294.jpg,dataset_v3_patches/train/Cable/__JH2022-5_1654911357028_y292_aug2.jpg,0.010038
dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y000.jpg,dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y000_aug1.jpg,0.072530
dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y000.jpg,0.072530
dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y146_aug1.jpg,0.098072
dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y146_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-6_1655280330402_y073_aug2.jpg,0.098072
